<<<<<<< HEAD
﻿MIN=0	-1	-1	0	0	-2
MAX=28.2842712474619	1	1	1	1	2
SCALE=28.2842712474619	0.5	0.5	0.5	0.5	1
DEC=2	3	3	0	0	2
DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V	"Relay" R_1	"Voltage source" S_1	"Magnetic flux" &F / Vs
0	0.0005	-0.001	0	1	0
0.048	0.004	0.0325	1	1	0.000756000000000001
0.0979999999999999	0.0125	0.0485	1	1	0.00278099999999999
0.148	0.022	0.07	1	1	0.00574349999999998
0.198	0.032	0.0815	1	1	0.009531
0.249	0.0425	0.1	1	1	0.01415925
0.299	0.0535	0.11	1	1	0.01940925
0.348	0.064	0.125	1	1	0.02516675
0.398	0.0745	0.1385	1	1	0.03175425
0.448	0.085	0.1635	1	1	0.03930425
0.5	0.096	0.173	1	1	0.04805325
0.548	0.107	0.1855	1	1	0.05665725
0.598	0.118	0.2025	1	1	0.06635725
0.649	0.1285	0.225	1	1	0.0772585
0.699	0.137	0.2405	1	1	0.088896
0.75	0.1445	0.276	1	1	0.10206675
0.799	0.152	0.289	1	1	0.11590925
0.848	0.159	0.312	1	1	0.13063375
0.898	0.1665	0.339	1	1	0.14690875
0.948	0.175	0.3675	1	1	0.16457125
0.998	0.183	0.382	1	1	0.18330875
1.049	0.1925	0.409	1	1	0.20347925
1.098	0.2015	0.4195	1	1	0.2237775
1.149	0.2085	0.386	1	1	0.24431775
1.199	0.2135	0.324	1	1	0.26206775
1.248	0.2165	0.283	1	1	0.27693925
1.298	0.218	0.2265	1	1	0.28967675
1.348	0.2185	0.1925	1	1	0.30015175
1.398	0.218	0.1445	1	1	0.30857675
1.449	0.2165	0.1125	1	1	0.31513025
1.498	0.214	0.07	1	1	0.3196015
1.548	0.2105	0.0435	1	1	0.322439
1.598	0.206	0.0065	1	1	0.323689
1.649	0.1995	-0.012	1	1	0.32354875
1.699	0.1915	-0.0395	1	1	0.32226125
1.749	0.1825	-0.0475	1	1	0.32008625
1.798	0.173	-0.0715	1	1	0.31717075
1.848	0.1615	-0.0825	1	1	0.31332075
1.899	0.1505	-0.1015	1	1	0.30862875
1.949	0.1395	-0.1065	1	1	0.30342875
1.999	0.1275	-0.128	1	1	0.29756625
2.048	0.116	-0.1315	1	1	0.2912085
2.098	0.1045	-0.155	1	1	0.284046
2.148	0.093	-0.17	1	1	0.275921
2.199	0.0805	-0.1805	1	1	0.26698325
2.249	0.069	-0.1875	1	1	0.25778325
2.299	0.0575	-0.2055	1	1	0.24795825
2.348	0.046	-0.214	1	1	0.2376805
2.398	0.035	-0.229	1	1	0.2266055
2.448	0.024	-0.237	1	1	0.2149555
2.498	0.013	-0.2625	1	1	0.202468
2.548	0.002	-0.2765	1	1	0.188993
2.599	-0.0085	-0.2935	1	1	0.174458
2.649	-0.019	-0.299	1	1	0.1596455
2.699	-0.0285	-0.3255	1	1	0.144033
2.748	-0.0385	-0.3385	1	1	0.127765
2.798	-0.048	-0.3555	1	1	0.110415
2.848	-0.0575	-0.3765	1	1	0.0921149999999999
2.898	-0.066	-0.3895	1	1	0.072965
2.948	-0.075	-0.4205	1	1	0.052715
2.998	-0.0835	-0.4305	1	1	0.0314399999999997
3.049	-0.0925	-0.454	1	1	0.00888525000000005
3.098	-0.101	-0.4695	1	1	-0.0137405000000001
3.15	-0.1105	-0.4935	1	1	-0.0387784999999999
3.198	-0.119	-0.506	1	1	-0.0627664999999999
3.249	-0.129	-0.5335	1	1	-0.08927375
3.298	-0.1385	-0.54	1	1	-0.1155745
3.348	-0.149	-0.5625	1	1	-0.143137
3.397	-0.1575	-0.504	1	1	-0.16926625
3.448	-0.1645	-0.4385	1	1	-0.1933
3.498	-0.1705	-0.375	1	1	-0.2136375
3.549	-0.175	-0.325	1	1	-0.2314875
3.599	-0.1785	-0.281	1	1	-0.2466375
3.649	-0.181	-0.2255	1	1	-0.2593
3.699	-0.182	-0.186	1	1	-0.2695875
3.748	-0.1825	-0.136	1	1	-0.2774765
3.798	-0.1815	-0.0905	1	1	-0.283139
3.848	-0.1795	-0.059	1	1	-0.2868765
3.898	-0.1765	-0.013	1	1	-0.2886765
3.949	-0.1725	0.0075	1	1	-0.28881675
3.999	-0.166	0.0345	1	1	-0.28776675
4.049	-0.158	0.048	1	1	-0.28570425
4.098	-0.1485	0.0735	1	1	-0.2827275
4.148	-0.139	0.0815	1	1	-0.2788525
4.198	-0.1285	0.104	1	1	-0.274215
4.248	-0.1175	0.1115	1	1	-0.2688275
4.298	-0.1065	0.133	1	1	-0.262715
4.349	-0.0955	0.14	1	1	-0.2557535
