MIN=0	-1	-1	0	0	-2
MAX=40	1	1	1	1	2
SCALE=40	0.5	0.5	0.5	0.5	1
DEC=2	3	3	0	0	2
DEF="Time" t / s	"Current" I_A1 / A	"Voltage" U_B1 / V	"Relay" R_1	"Voltage source" S_1	"Magnetic flux" &F / Vs
0	0.0015	-0.003	0	1	0
0.048	0.006	0.0895	1	1	0.002076
0.097	0.0145	0.164	1	1	0.00828674999999999
0.147	0.0245	0.2295	1	1	0.01812425
0.197	0.0355	0.3015	1	1	0.03139925
0.247	0.0475	0.3615	1	1	0.04797425
0.297	0.0595	0.607	1	1	0.07218675
0.44	0.0965	0.6115	1	1	0.1593095
0.453	0.1	0.6325	1	1	0.1673955
0.465	0.1035	0.644	1	1	0.1750545
0.497	0.113	0.6825	1	1	0.1962785
0.548	0.1295	0.739	1	1	0.23252675
0.598	0.147	0.8005	1	1	0.27101425
0.648	0.167	0.837	1	1	0.31195175
0.698	0.1895	0.861	1	1	0.35440175
0.747	0.2145	0.882	1	1	0.39710525
0.798	0.2445	0.902	1	1	0.44259725
0.848	0.278	0.9225	1	1	0.48820975
0.897	0.3125	0.9115	1	1	0.53314275
0.948	0.3505	0.9205	1	1	0.57985875
0.997	0.3875	0.9085	1	1	0.62466925
1.048	0.4255	0.9225	1	1	0.67135975
1.097	0.4645	0.895	1	1	0.7158885
1.148	0.497	0.78	1	1	0.758601
1.197	0.519	0.6165	1	1	0.79281525
1.248	0.534	0.503	1	1	0.8213625
1.297	0.5435	0.3605	1	1	0.84251825
1.348	0.547	0.2875	1	1	0.85904225
1.398	0.546	0.1685	1	1	0.87044225
1.448	0.5405	0.12	1	1	0.87765475
1.498	0.531	0.022	1	1	0.88120475
1.548	0.516	-0.001	1	1	0.88172975
1.597	0.4965	-0.0615	1	1	0.8801985
1.647	0.4725	-0.0905	1	1	0.8763985
1.697	0.447	-0.1215	1	1	0.8710985
1.748	0.419	-0.123	1	1	0.86486375
1.798	0.3915	-0.1745	1	1	0.85742625
1.848	0.364	-0.1755	1	1	0.84867625
1.898	0.3375	-0.222	1	1	0.83873875
1.947	0.3105	-0.2485	1	1	0.8272115
1.997	0.284	-0.2815	1	1	0.8139615
2.048	0.257	-0.291	1	1	0.79936275
2.098	0.232	-0.3415	1	1	0.78355025
2.147	0.2075	-0.371	1	1	0.766094
2.2	0.181	-0.41	1	1	0.7453975
2.248	0.1585	-0.426	1	1	0.7253335
2.297	0.1355	-0.4785	1	1	0.70317325
2.348	0.112	-0.5045	1	1	0.67810675
2.398	0.0895	-0.556	1	1	0.65159425
2.448	0.0675	-0.587	1	1	0.62301925
2.497	0.048	-0.6455	1	1	0.592823
2.548	0.028	-0.6905	1	1	0.558755
2.598	0.01	-0.746	1	1	0.5228425
2.648	-0.008	-0.7845	1	1	0.48458
2.697	-0.026	-0.846	1	1	0.44463275
2.748	-0.0445	-0.883	1	1	0.40054325
2.797	-0.0625	-0.9325	1	1	0.3560635
2.847	-0.082	-0.9805	1	1	0.3082385
2.898	-0.102	-1.0235	1	1	0.2571365
2.947	-0.123	-1.0235	1	1	0.206985
2.998	-0.146	-1.0235	1	1	0.1547865
3.048	-0.1705	-1.0235	1	1	0.1036115
3.098	-0.1965	-1.0235	1	1	0.0524364999999999
3.148	-0.224	-1.0235	1	1	0.00126150000000005
3.198	-0.2525	-1.0235	1	1	-0.0499134999999998
3.247	-0.284	-1.0235	1	1	-0.100065
3.298	-0.3175	-1.0235	1	1	-0.1522635
3.347	-0.3525	-1.0235	1	1	-0.202415
3.399	-0.3815	-1.0235	1	1	-0.255637
3.448	-0.4025	-0.892	1	1	-0.30256675
3.498	-0.419	-0.766	1	1	-0.34401675
3.547	-0.4305	-0.632	1	1	-0.37826775
3.597	-0.438	-0.546	1	1	-0.40771775
3.648	-0.443	-0.411	1	1	-0.43212125
3.697	-0.4435	-0.3445	1	1	-0.450631
3.747	-0.441	-0.228	1	1	-0.4649435
3.798	-0.4355	-0.1675	1	1	-0.47502875
3.848	-0.427	-0.0745	1	1	-0.48107875
3.898	-0.416	-0.0285	1	1	-0.48365375
3.948	-0.3995	0.038	1	1	-0.48341625
3.997	-0.38	0.074	1	1	-0.48067225
4.047	-0.359	0.116	1	1	-0.47592225
4.097	-0.335	0.1225	1	1	-0.46995975
4.147	-0.3105	0.179	1	1	-0.46242225
4.198	-0.2845	0.1965	1	1	-0.452847
4.248	-0.2595	0.2435	1	1	-0.441847
4.298	-0.2345	0.26	1	1	-0.4292595
4.347	-0.2095	0.307	1	1	-0.415368
4.397	-0.1855	0.329	1	1	-0.399468
4.447	-0.162	0.3765	1	1	-0.3818305
4.497	-0.139	0.3965	1	1	-0.3625055
