Current I_A1 / A	Magnetic flux &F / Vs
0.001	0.0
0.008	0.0028175
0.021	0.010855
0.037	0.023355
0.0545	0.0400799999999999
0.072	0.0605130000000001
0.0895	0.085588
0.107	0.11558875
0.124	0.14931375
0.1425	0.18728875
0.1625	0.22910125
0.1875	0.27410125
0.2195	0.32151375
0.2565	0.36941125
0.3015	0.420067
0.3475	0.4701045
0.3965	0.5200795
0.4485	0.569617
0.5025	0.6185795
0.556	0.6667795
0.6135	0.71309675
0.677	0.75855925
0.748	0.80105925
0.8135	0.837027
0.853	0.861602
0.872	0.8768145
0.8745	0.884902
0.8645	0.88790325
0.8415	0.88751575
0.8085	0.88496575
0.77	0.880873
0.729	0.875698
0.6885	0.869648
0.6465	0.8626855
0.6035	0.8546605
0.563	0.84580375
0.5205	0.835387
0.4805	0.823962
0.4415	0.8111495
0.404	0.796862
0.3655	0.7810495
0.3305	0.76381375
0.2955	0.74445125
0.2625	0.72298875
0.2295	0.69905125
0.198	0.6722635
0.1675	0.643675999999999
0.1375	0.6125385
0.1085	0.5786885
0.081	0.5419385
0.0555	0.5021385
0.0315	0.45981475
0.0075	0.41207875
-0.015	0.3632135
-0.0385	0.312038499999999
-0.063	0.25984
-0.0865	0.2096885
-0.1125	0.15749
-0.14	0.1073385
-0.1695	0.0561634999999993
-0.202	0.0049884999999994
-0.237	-0.0472100000000007
-0.273	-0.0973615000000002
-0.3145	-0.14956
-0.3575	-0.199711500000001
-0.4055	-0.25191
-0.458	-0.303085000000001
-0.5125	-0.3532365
-0.558	-0.405435
-0.5905	-0.45661
-0.616	-0.50361
-0.635	-0.542172500000001
-0.649	-0.572235
-0.6565	-0.59407675
-0.658	-0.610027
-0.653	-0.6199645
-0.6415	-0.6248155
-0.623	-0.625853
-0.595	-0.6238895
-0.563	-0.6197145
-0.527	-0.6137395
-0.4905	-0.60642625
-0.453	-0.59745125
-0.416	-0.58666375
-0.379	-0.573901
-0.3435	-0.559651
-0.3095	-0.54373825
-0.276	-0.5250085
-0.243	-0.50475925
-0.212	-0.48187175
-0.1805	-0.4561805
-0.1515	-0.428961
-0.121	-0.39788925
-0.0935	-0.36458925
-0.067	-0.32827675
-0.0425	-0.28858925
-0.0185	-0.24533925
0.003	-0.1994875
0.027	-0.148678750000001
0.0495	-0.0974787500000001
0.0725	-0.0473027500000007
0.097	0.0049212499999995
0.1225	0.0561212500000002
0.1495	0.107321249999999
0.1795	0.15852125
0.2125	0.208697249999999
0.2475	0.26092125
0.2875	0.3131325
0.3285	0.363296249999999
0.3735	0.41449625
0.423	0.465696250000001
0.4755	0.51586
0.5335	0.56807125
0.5735	0.618235
0.607	0.66932425
0.633	0.713299250000001
0.653	0.74710925
0.668	0.774811250000001
0.6735	0.79222475
0.6735	0.8043645
0.666	0.810977
0.6505	0.813068
0.625	0.81183075
0.5935	0.80823525
0.558	0.80282275
0.5205	0.79587275
0.483	0.78791025
0.445	0.77827275
0.407	0.76664475
0.37	0.75350725
0.335	0.73853225
0.3005	0.72156975
0.267	0.70221975
0.235	0.680619750000001
0.204	0.65698225
0.1735	0.631477750000001
0.143	0.602114500000001
0.114	0.570577
0.0865	0.53699975
0.0605	0.49964975
0.0355	0.45795725
0.0125	0.413582250000001
-0.01	0.36580725
-0.033	0.315532250000001
-0.056	0.26538075
-0.079	0.21318225
-0.1035	0.162007250000001
-0.1295	0.111855749999999
-0.159	0.0596572500000011
-0.189	0.0084822500000003
-0.2225	-0.0426927500000004
-0.2585	-0.0938677499999993
-0.2975	-0.14504275
-0.34	-0.196217749999999
-0.3855	-0.24636925
-0.4355	-0.297544249999999
-0.4905	-0.34871925
-0.544	-0.40091775
-0.582	-0.45106925
-0.612	-0.5009855
-0.636	-0.5426855
-0.654	-0.575473
