Current I_A1 / A	Magnetic flux &F / Vs
0.001	0.0
0.001	0.001833
0.003	0.0073704999999999
0.006	0.016158
0.009	0.0280955
0.013	0.0431205
0.017	0.0611829999999999
0.022	0.0825080000000002
0.0265	0.1067455
0.0315	0.133633
0.037	0.162837
0.043	0.19665
0.049	0.2311705
0.056	0.269033
0.0635	0.3095705
0.072	0.35354525
0.081	0.3980005
0.0915	0.4455255
0.1035	0.4960665
0.117	0.54588725
0.132	0.59706225
0.148	0.64926075
0.1635	0.6994245
0.181	0.75163575
0.196	0.79948425
0.2125	0.84282175
0.229	0.88035925
0.245	0.91213425
0.26	0.93828425
0.274	0.95903425
0.2855	0.97492175
0.2945	0.98614175
0.3	0.9927445
0.302	0.995707
0.298	0.995607
0.286	0.9935445
0.271	0.9897445
0.254	0.9843885
0.2365	0.9781655
0.2185	0.970693
0.202	0.961768
0.1855	0.9512365
0.17	0.939399
0.1545	0.92625475
0.1415	0.91122975
0.1275	0.894132
0.1155	0.87584275
0.1025	0.85519275
0.092	0.83246775
0.081	0.80763025
0.07	0.78064275
0.0595	0.75148025
0.0495	0.71999275
0.0395	0.68623025
0.03	0.65021775
0.021	0.61186775
0.012	0.57113025
0.0035	0.52771775
-0.0045	0.4808615
-0.0125	0.43356425
-0.0205	0.38306425
-0.029	0.33086575
-0.0375	0.28071425
-0.0475	0.22851575
-0.0575	0.17836425
-0.0685	0.12718925
-0.081	0.07499075
-0.093	0.0248392499999996
-0.105	-0.0263357500000003
-0.117	-0.0764872499999997
-0.1285	-0.12946225
-0.1395	-0.17589025
-0.1495	-0.220324
-0.1595	-0.2587615
-0.169	-0.29289325
-0.178	-0.32146025
-0.1855	-0.34608525
-0.1925	-0.366651
-0.1985	-0.382276
-0.203	-0.39326425
-0.206	-0.40075175
-0.207	-0.40439
-0.206	-0.40468325
-0.198	-0.40277075
-0.1865	-0.3987545
-0.1735	-0.393046
-0.1605	-0.3855335
-0.1465	-0.37640725
-0.133	-0.36513625
-0.1195	-0.35223625
-0.1075	-0.33749875
-0.095	-0.32038825
-0.0835	-0.30155075
-0.0725	-0.28097075
-0.062	-0.25720475
-0.0515	-0.2322025
-0.0425	-0.2045525
-0.0325	-0.1743025
-0.0235	-0.141565000000001
-0.015	-0.10639
-0.006	-0.0688899999999995
0.0015	-0.0290275000000003
0.0095	0.0133100000000003
0.017	0.0581224999999993
0.0245	0.10551
0.0325	0.1543875
0.041	0.206586
0.05	0.2577735
0.06	0.309997500000001
0.07	0.36016125
0.081	0.41235975
0.093	0.463534749999999
0.1055	0.5136985
0.118	0.564885999999999
0.1305	0.615037500000001
0.1435	0.665655000000001
0.156	0.711682499999999
0.168	0.7499505
0.1805	0.7852425
0.192	0.8146675
0.2025	0.83959375
0.2115	0.858863
0.219	0.874113
0.2245	0.88524375
0.228	0.89189925
0.23	0.89452725
0.2275	0.89406475
0.2185	0.89117725
0.206	0.88643425
0.1925	0.88016225
0.177	0.872015
0.161	0.86249675
0.148	0.85118425
0.134	0.83810275
0.1205	0.8238805
0.1085	0.8078085
0.096	0.7887245
0.0845	0.76879375
0.074	0.7459585
0.063	0.721396
0.053	0.695131999999999
0.043	0.666082
0.0335	0.6348195
0.0245	0.601157
0.0155	0.56439875
0.0075	0.52745075
0.0	0.48570725
-0.0085	0.44151575
-0.0165	0.39364975
-0.024	0.3480245
-0.032	0.297661999999999
-0.0405	0.246487
-0.0495	0.195311999999999
-0.06	0.144137
-0.0705	0.0919385000000002
-0.082	0.0417869999999989
-0.094	-0.0093879999999999
-0.1065	-0.0605630000000007
-0.119	-0.111738
-0.131	-0.162913
-0.143	-0.212893000000001
-0.1545	-0.256780499999999
-0.166	-0.294792250000001
-0.177	-0.328717249999999
-0.1875	-0.358208
-0.197	-0.3819975
-0.2045	-0.40171
-0.211	-0.417010000000001
-0.216	-0.428332
-0.219	-0.4353635
-0.2205	-0.438776
-0.219	-0.4388635
-0.2105	-0.436451
-0.1985	-0.4320885
-0.185	-0.4259385
-0.171	-0.417976
-0.157	-0.408376
-0.143	-0.397226
-0.129	-0.384326000000001
-0.116	-0.36914075
-0.1035	-0.35275025
-0.092	-0.33425025
-0.0805	-0.31367525
-0.07	-0.290975250000001
-0.0595	-0.266175250000001
-0.0495	-0.2385715
-0.04	-0.209735
-0.0305	-0.1783995
-0.021	-0.143362500000001
-0.0125	-0.106812500000001
-0.004	-0.0678750000000003
0.0035	-0.0264624999999997
0.012	0.0183919999999989
0.02	0.0641457499999984
0.027	0.113445749999999
0.035	0.16424575
0.0435	0.215420750000001
0.054	0.269666250000001
