Current I_A1 / A	Magnetic flux &F / Vs
0.0005	0.0
0.0005	0.0003919999999999
0.002	0.00160475
0.004	0.00345475
0.006	0.00590475
0.008	0.00890475
0.0105	0.01244225
0.013	0.01651725
0.016	0.021171
0.0185	0.02608325
0.0215	0.03152075
0.0245	0.03739575
0.0275	0.04398675
0.0305	0.05052675
0.0335	0.05758275
0.037	0.06518275
0.0405	0.07339375
0.0435	0.08184375
0.047	0.09068125
0.05	0.09993125
0.053	0.10964375
0.0565	0.11976875
0.06	0.13035125
0.063	0.14078825
0.066	0.15119225
0.0685	0.16001225
0.071	0.1676685
0.0725	0.17451525
0.0745	0.18032925
0.0755	0.18497325
0.0765	0.18887475
0.0775	0.191565
0.078	0.19326775
0.078	0.19424275
0.078	0.19443025
0.0765	0.19389275
0.074	0.19276575
0.071	0.19126125
0.068	0.18942525
0.0645	0.18714675
0.061	0.18436725
0.0575	0.1814885
0.053	0.17816075
0.0495	0.1747185
0.0455	0.17077875
0.0415	0.16651575
0.0375	0.16185325
0.0335	0.1567915
0.0295	0.151573
0.0255	0.146232
0.0215	0.14035425
0.0175	0.13411675
0.0135	0.12766675
0.01	0.12101675
0.006	0.11405425
0.002	0.10675425
-0.001	0.0989129999999999
-0.005	0.09101175
-0.009	0.0824055
-0.0125	0.0734805
-0.016	0.064342
-0.02	0.054867
-0.024	0.044003
-0.0275	0.0351700000000001
-0.0315	0.0244345
-0.035	0.0136789999999999
-0.0395	0.0021657499999999
-0.043	-0.00937175
-0.047	-0.02124675
-0.05	-0.0332150000000001
-0.054	-0.0447400000000001
-0.0565	-0.0552775
-0.0585	-0.06499
-0.0605	-0.073615
-0.0625	-0.0809400000000001
-0.0635	-0.08710175
-0.065	-0.09268625
-0.066	-0.09702375
-0.067	-0.10016125
-0.0675	-0.10246125
-0.0675	-0.10409325
-0.0675	-0.1047425
-0.0675	-0.104605
-0.0655	-0.103993
-0.063	-0.1027435
-0.06	-0.100882
-0.0565	-0.098922
-0.053	-0.0967345
-0.0485	-0.0933185
-0.046	-0.09089075
-0.0415	-0.08781575
-0.0375	-0.08444075
-0.0335	-0.08045
-0.0295	-0.07627275
-0.0255	-0.071823
-0.021	-0.067123
-0.017	-0.062027
-0.013	-0.0563915
-0.0085	-0.0505665
-0.0045	-0.04477225
-0.0005	-0.03844825
0.0035	-0.03202925
0.0075	-0.0251825
0.0115	-0.01792
0.0155	-0.0104842499999999
0.0195	-0.0028717499999999
0.023	0.00523725
0.027	0.0134692500000001
0.031	0.0223442499999999
0.0345	0.0317067500000001
0.0385	0.0413942499999999
0.042	0.0514539999999999
0.0455	0.0614665
0.049	0.0715237499999999
0.0525	0.0824237500000001
0.056	0.0940112499999998
0.0595	0.10513425
0.0625	0.11538525
0.065	0.12405825
0.0675	0.13229975
0.0695	0.13871975
0.071	0.14443225
0.072	0.14898925
0.073	0.15276325
0.074	0.15558825
0.0745	0.15735075
0.0745	0.1582815
0.0745	0.158394
0.073	0.157744
0.071	0.1566565
0.068	0.155144
0.065	0.15314725
0.0615	0.15069725
0.058	0.14770725
0.054	0.1446815
0.05	0.141344
0.0465	0.137544
0.0425	0.133469
0.0385	0.12914675
0.0345	0.1247245
0.0305	0.119803
0.027	0.11484175
0.0225	0.10925725
0.0185	0.103561
0.0145	0.0973135
0.011	0.0910047500000001
0.007	0.0842472500000001
0.0025	0.0773994999999999
-0.0005	0.069962
-0.0045	0.062261
-0.008	0.0545435000000001
-0.012	0.0463482499999999
-0.0155	0.0375634999999999
-0.0195	0.0286135
-0.023	0.0192634999999999
-0.027	0.0095635000000001
-0.031	-0.000474
-0.035	-0.0109800000000001
-0.039	-0.0215050000000002
-0.043	-0.0322482500000001
-0.0475	-0.0434982499999999
-0.0515	-0.05487325
-0.056	-0.0665012500000001
-0.0595	-0.0769382499999999
-0.0625	-0.0862257500000001
-0.065	-0.09416375
-0.067	-0.1014185
-0.0685	-0.1074935
-0.07	-0.112531
-0.071	-0.116556
-0.0715	-0.119594
-0.0725	-0.12182525
-0.0725	-0.12317675
-0.0725	-0.12366425
-0.072	-0.1234315
-0.0695	-0.1226315
-0.067	-0.121144
-0.064	-0.119219
-0.0605	-0.11708975
-0.057	-0.11465225
-0.0535	-0.11186475
-0.0495	-0.10882675
-0.0455	-0.10544575
-0.0415	-0.10175825
-0.037	-0.097742
-0.033	-0.0935545000000001
-0.029	-0.0890155000000001
-0.0245	-0.0844094999999999
-0.0205	-0.0794095
-0.016	-0.074022
-0.012	-0.0683845000000001
-0.0075	-0.0625095
-0.0035	-0.05619825
0.0	-0.0498405000000001
0.004	-0.0430655
0.008	-0.0360155000000001
0.0125	-0.0286655
0.0165	-0.0210154999999999
0.0205	-0.0128937499999999
0.024	-0.0047474999999999
0.028	0.0039024999999998
0.0325	0.0143049999999999
0.0355	0.0224535000000001
0.039	0.03189825
